work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Scientist,300000,USD,300000,US,0,US,M
2023,SE,FT,Engineer,300000,USD,300000,US,0,US,M
2023,MI,FT,Engineer,300000,GBP,369120,GB,0,GB,M
2023,MI,FT,Finance,300000,GBP,369120,GB,0,GB,M
2023,MI,FT,Engineer,300000,USD,300000,US,0,US,M
2023,MI,FT,Engineer,300000,USD,300000,US,0,US,M
2023,MI,FT,Engineer,300000,USD,300000,QA,100,QA,M
2023,SE,FT,Scientist,300000,USD,300000,US,0,US,M
2023,SE,FT,Scientist,300000,USD,300000,US,0,US,M
2023,SE,FT,Engineer,300000,USD,300000,US,0,US,M
2023,SE,FT,Engineer,300000,USD,300000,US,0,US,M
2023,MI,FT,Engineer,300000,USD,300000,GB,0,GB,M
2020,EX,FT,IT,300000,USD,300000,US,100,US,L
2023,MI,FT,Engineer,300000,USD,300000,AU,0,AU,M
2023,SE,CT,Finance,300000,EUR,323905,FR,100,US,M
2023,MI,FT,Engineer,300000,USD,300000,US,0,US,M
2023,SE,FT,Engineer,300000,USD,300000,US,0,US,M
2023,SE,FT,Engineer,300000,USD,300000,US,0,US,M
2023,EX,FT,Scientist,300000,USD,300000,US,0,US,M
2022,SE,FT,Engineer,300000,USD,300000,US,0,US,M
2022,SE,FT,Scientist,300000,USD,300000,US,100,US,M
2022,SE,FT,Engineer,300000,USD,300000,US,0,US,M
2022,SE,FT,Engineer,300000,USD,300000,US,0,US,M
2022,SE,FT,Engineer,300000,USD,300000,US,0,US,M
2022,SE,FT,IT,300000,USD,300000,US,100,US,M
2020,EN,FT,Scientist,300000,DKK,45896,DK,50,DK,S
2024,SE,FT,IT,299792,USD,299792,US,0,US,M
2023,SE,FT,IT,299500,USD,299500,US,0,US,M
2023,EX,FT,Scientist,299500,USD,299500,US,100,US,M
2023,SE,FT,IT,299500,USD,299500,US,0,US,M
2023,SE,FT,IT,299500,USD,299500,US,0,US,M
2023,SE,FT,IT,299500,USD,299500,US,0,US,M
2023,SE,FT,IT,299500,USD,299500,US,0,US,M
2023,SE,FT,IT,299500,USD,299500,US,0,US,M
2023,SE,FT,IT,299500,USD,299500,US,0,US,M
2023,SE,FT,IT,299500,USD,299500,US,0,US,M
2022,SE,FT,IT,299500,USD,299500,US,0,US,M
2023,SE,FT,Engineer,299000,USD,299000,US,0,US,M
2022,EX,FT,Engineer,297500,USD,297500,US,100,US,M
2023,SE,FT,Scientist,297300,USD,297300,US,100,US,M
2023,SE,FT,IT,297300,USD,297300,US,100,US,M
2023,SE,FT,Engineer,297300,USD,297300,US,100,US,M
2023,SE,FT,Engineer,297300,USD,297300,US,100,US,M
2023,SE,FT,Scientist,297300,USD,297300,US,100,US,M
2023,SE,FT,Scientist,297300,USD,297300,US,100,US,M
2023,SE,FT,Engineer,297300,USD,297300,US,100,US,M
2023,SE,FT,Engineer,297300,USD,297300,US,100,US,M
2023,SE,FT,Scientist,297300,USD,297300,US,100,US,M
2023,SE,FT,Scientist,297300,USD,297300,US,100,US,M
2023,SE,FT,IT,297300,USD,297300,US,100,US,M
2023,SE,FT,Scientist,297300,USD,297300,US,100,US,M
2024,SE,FT,Scientist,297000,USD,297000,US,0,US,M
2024,SE,FT,Scientist,297000,USD,297000,US,0,US,M
2024,SE,FT,Scientist,297000,USD,297000,US,0,US,M
2023,SE,FT,Scientist,297000,USD,297000,US,0,US,M
2023,SE,FT,Engineer,297000,USD,297000,US,0,US,M
2024,SE,FT,Scientist,296980,USD,296980,US,0,US,M
2023,MI,FT,Scientist,296980,USD,296980,US,0,US,M
2024,SE,FT,Engineer,296400,USD,296400,US,0,US,M
2023,SE,FT,Engineer,296400,USD,296400,US,0,US,M
2023,SE,FT,Engineer,296400,USD,296400,US,0,US,M
2023,SE,FT,Engineer,296400,USD,296400,US,0,US,M
2024,SE,FT,Scientist,296100,USD,296100,US,0,US,M
2023,SE,FT,Scientist,296100,USD,296100,US,0,US,M
2023,EX,FT,Engineer,295500,USD,295500,US,100,US,M
2024,SE,FT,Scientist,295490,USD,295490,US,0,US,M
2023,SE,FT,Scientist,295490,USD,295490,US,0,US,M
2023,SE,FT,Scientist,295490,USD,295490,US,0,US,M
2023,SE,FT,Scientist,295490,USD,295490,US,0,US,M
2023,SE,FT,Scientist,295490,USD,295490,US,0,US,M
2023,SE,FT,Scientist,295490,USD,295490,US,0,US,M
2023,SE,FT,Scientist,295490,USD,295490,US,0,US,M
2023,SE,FT,Scientist,295490,USD,295490,US,0,US,M
2024,MI,FT,Engineer,295000,USD,295000,US,0,US,M
2024,MI,FT,Engineer,295000,USD,295000,US,0,US,M
2024,SE,FT,Engineer,295000,USD,295000,US,0,US,M
2024,MI,FT,Engineer,295000,USD,295000,US,0,US,M
2024,MI,FT,Engineer,295000,USD,295000,US,0,US,M
2024,MI,FT,Scientist,295000,USD,295000,US,0,US,M
2024,MI,FT,Engineer,295000,USD,295000,US,0,US,M
2024,SE,FT,Scientist,295000,USD,295000,US,0,US,M
2024,SE,FT,Engineer,295000,USD,295000,US,0,US,M
2023,SE,FT,Scientist,295000,USD,295000,US,0,US,M
2024,SE,FT,Scientist,294000,USD,294000,US,0,US,M
2023,SE,FT,Engineer,294000,USD,294000,US,0,US,M
2023,SE,FT,Scientist,293000,USD,293000,US,0,US,M
2023,SE,FT,Engineer,293000,USD,293000,US,0,US,M
2023,SE,FT,Engineer,293000,USD,293000,US,0,US,M
2023,SE,FT,Scientist,292200,USD,292200,US,100,US,M
2023,SE,FT,Scientist,292000,USD,292000,US,100,US,M
2024,EN,FT,Finance,291900,USD,291900,US,0,US,M
2023,SE,FT,Engineer,291500,USD,291500,US,0,US,M
2023,SE,FT,Engineer,291500,USD,291500,US,0,US,M
2023,SE,FT,Engineer,291500,USD,291500,US,0,US,M
2023,SE,FT,Engineer,290300,USD,290300,US,0,US,M
2024,SE,FT,Scientist,290000,USD,290000,US,0,US,M
2024,EX,FT,Engineer,290000,USD,290000,US,0,US,M
2024,SE,FT,Engineer,290000,USD,290000,US,0,US,M
2024,SE,FT,Engineer,290000,USD,290000,US,0,US,M
2024,SE,FT,Scientist,290000,USD,290000,US,100,US,M
2024,EX,FT,IT,290000,USD,290000,US,100,US,M
2023,SE,FT,Scientist,290000,USD,290000,US,0,US,M
2023,SE,FT,Engineer,290000,USD,290000,US,100,US,M
2023,EX,FT,IT,290000,USD,290000,US,100,US,L
2023,SE,FT,Engineer,290000,USD,290000,US,100,US,M
2023,SE,FT,Engineer,289800,USD,289800,US,0,US,M
2023,SE,FT,Engineer,289800,USD,289800,GB,0,GB,M
2023,SE,FT,Engineer,289800,USD,289800,US,0,US,M
2023,SE,FT,Engineer,289800,USD,289800,US,0,US,M
2023,SE,FT,Engineer,289120,USD,289120,US,0,US,M
2023,SE,FT,Engineer,289076,USD,289076,US,0,US,M
2023,SE,FT,Engineer,289076,USD,289076,US,0,US,M
2024,SE,FT,IT,289000,USD,289000,US,100,US,L
2024,EX,FT,IT,288400,USD,288400,US,0,US,M
2024,SE,FT,IT,288400,USD,288400,US,0,US,M
2023,SE,FT,Engineer,288000,USD,288000,US,100,US,M
2023,SE,FT,Engineer,288000,USD,288000,US,100,US,M
2023,SE,FT,Engineer,288000,USD,288000,US,100,US,M
2024,MI,FT,IT,287800,USD,287800,US,0,US,M
2024,MI,FT,IT,287800,USD,287800,US,0,US,M
2023,SE,FT,Engineer,287700,USD,287700,US,0,US,L
2024,SE,FT,Engineer,287500,USD,287500,US,0,US,M
2024,SE,FT,Engineer,287500,USD,287500,US,0,US,M
2023,SE,FT,Scientist,287500,USD,287500,US,0,US,M
2023,SE,FT,Scientist,287500,USD,287500,US,0,US,M
2023,SE,FT,Engineer,287500,USD,287500,US,0,US,M
2023,MI,FT,Engineer,287500,USD,287500,AU,0,AU,M
2023,MI,FT,Engineer,287500,USD,287500,AU,0,AU,M
2024,EX,FT,IT,286500,USD,286500,US,0,US,M
2024,SE,FT,Scientist,286000,USD,286000,US,0,US,M
2023,SE,FT,Engineer,286000,USD,286000,US,0,US,M
2023,EX,FT,Engineer,286000,USD,286000,US,100,US,M
2023,SE,FT,Scientist,285800,USD,285800,US,0,US,M
2023,SE,FT,Scientist,285800,USD,285800,US,100,US,M
2024,SE,FT,Scientist,285670,USD,285670,US,100,US,M
2024,SE,FT,Scientist,285200,USD,285200,US,100,US,M
2024,SE,FT,IT,285000,USD,285000,US,0,US,M
2023,MI,FT,Engineer,285000,USD,285000,US,0,US,L
2023,SE,FT,Scientist,285000,USD,285000,US,100,US,M
2023,SE,FT,Engineer,285000,USD,285000,US,0,US,M
2023,SE,FT,Engineer,285000,USD,285000,US,0,US,M
2023,SE,FT,IT,285000,USD,285000,US,100,US,M
2023,SE,FT,Scientist,285000,USD,285000,US,0,US,M
2024,SE,FT,Scientist,284500,CHF,323295,CH,50,CH,L
2024,SE,FT,Engineer,284400,USD,284400,US,0,US,M
2024,SE,FT,Engineer,284400,USD,284400,US,0,US,M
2023,SE,FT,Engineer,284310,USD,284310,US,0,US,M
2023,SE,FT,Engineer,284310,USD,284310,US,0,US,M
2023,SE,FT,Engineer,284310,USD,284310,US,0,US,M
2023,SE,FT,Engineer,284050,USD,284050,US,0,US,M
2023,SE,FT,Engineer,284000,USD,284000,US,100,US,M
2023,EX,FT,Engineer,284000,USD,284000,US,100,US,M
2024,SE,FT,Engineer,283800,USD,283800,US,100,US,M
2024,SE,FT,Scientist,283800,USD,283800,US,0,US,M
2024,SE,FT,Scientist,283800,USD,283800,US,0,US,M
2024,SE,FT,Engineer,283780,USD,283780,US,0,US,M
2024,SE,FT,Engineer,283780,USD,283780,US,0,US,M
2024,SE,FT,Engineer,283780,USD,283780,US,0,US,M
2024,SE,FT,Engineer,283780,USD,283780,US,0,US,M
2024,SE,FT,Engineer,283780,USD,283780,US,0,US,M
2023,SE,FT,Engineer,283780,USD,283780,US,0,US,M
2023,SE,FT,Engineer,283780,USD,283780,US,0,US,M
2023,SE,FT,Engineer,283780,USD,283780,US,0,US,M
2023,SE,FT,Engineer,283780,USD,283780,US,0,US,M
2023,SE,FT,Engineer,283780,USD,283780,US,0,US,M
2023,SE,FT,Engineer,283780,USD,283780,US,0,US,M
2023,SE,FT,Engineer,283780,USD,283780,US,0,US,M
2023,SE,FT,Engineer,283780,USD,283780,US,0,US,M
2024,SE,FT,IT,283500,USD,283500,US,0,US,M
2023,SE,FT,Engineer,283200,USD,283200,US,0,US,M
2023,SE,FT,Engineer,283200,USD,283200,US,0,US,M
2023,SE,FT,Engineer,283200,USD,283200,US,100,US,M
2023,SE,FT,Scientist,283050,USD,283050,US,0,US,M
2023,SE,FT,Scientist,283000,USD,283000,US,0,US,M
2024,SE,FT,Engineer,282000,USD,282000,US,0,US,M
2024,SE,FT,Engineer,282000,USD,282000,US,0,US,M
2023,SE,FT,Engineer,282000,USD,282000,US,0,US,M
2023,SE,FT,Engineer,282000,USD,282000,US,0,US,M
2023,EN,FT,Scientist,281700,USD,281700,US,0,US,M
2023,SE,FT,Scientist,281000,USD,281000,CA,0,CA,M
2023,SE,FT,Scientist,281000,USD,281000,CA,0,CA,M
2023,SE,FT,Engineer,281000,USD,281000,US,0,US,M
2023,SE,FT,Scientist,281000,USD,281000,CA,0,CA,M
2023,SE,FT,Scientist,280889,USD,280889,US,0,US,M
2023,SE,FT,Scientist,280889,USD,280889,US,0,US,M
2023,SE,FT,Scientist,280830,USD,280830,CA,100,CA,M
2023,MI,FT,Engineer,280700,USD,280700,US,100,US,M
2023,SE,FT,Engineer,280600,USD,280600,US,0,US,M
2023,SE,FT,Engineer,280600,USD,280600,US,0,US,M
2023,SE,FT,IT,280100,USD,280100,US,100,US,M
2023,SE,FT,IT,280100,USD,280100,US,100,US,M
2024,SE,FT,Scientist,280000,USD,280000,US,0,US,M
2024,SE,FT,Public Relations,280000,USD,280000,US,0,US,M
2024,SE,FT,Engineer,280000,USD,280000,US,0,US,M
2024,MI,FT,Engineer,280000,USD,280000,US,0,US,M
2024,MI,FT,Engineer,280000,USD,280000,US,0,US,M
2024,MI,FT,Engineer,280000,USD,280000,US,0,US,M
2023,SE,FT,Engineer,280000,USD,280000,US,0,US,M
2023,MI,FT,IT,280000,USD,280000,US,0,US,M
2023,SE,FT,Scientist,280000,USD,280000,US,100,US,M
2023,SE,FT,Engineer,280000,USD,280000,US,0,US,M
2023,SE,FT,Engineer,280000,USD,280000,US,0,US,M
2023,SE,FT,Engineer,280000,USD,280000,US,0,US,M
2023,SE,FT,Finance,280000,USD,280000,US,0,US,M
2023,SE,FT,Engineer,280000,USD,280000,US,0,US,M
2023,SE,FT,Scientist,280000,USD,280000,US,100,US,M
2023,SE,FT,Engineer,280000,USD,280000,US,0,US,M
2023,SE,FT,Engineer,280000,USD,280000,US,0,US,M
2023,SE,FT,Finance,280000,USD,280000,US,0,US,M
2023,MI,FT,Scientist,280000,USD,280000,GB,50,GB,L
2023,SE,FT,Engineer,280000,USD,280000,US,0,US,M
2023,SE,FT,Engineer,280000,USD,280000,US,0,US,M
2024,SE,FT,Scientist,279000,USD,279000,US,100,US,M
2024,SE,FT,IT,278800,USD,278800,US,0,US,M
2024,SE,FT,Engineer,278700,USD,278700,US,0,US,M
2024,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2024,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2024,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2024,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2024,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2024,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2024,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2024,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2024,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2023,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2023,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2023,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2023,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2023,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2023,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2023,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2023,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2023,SE,FT,Scientist,278700,USD,278700,US,0,US,M
2023,SE,FT,Engineer,278300,USD,278300,US,0,US,M
2023,SE,FT,Engineer,278000,USD,278000,US,0,US,M
2023,SE,FT,Scientist,277500,USD,277500,US,0,US,M
2023,SE,FT,Scientist,277300,USD,277300,GB,0,GB,M
2024,SE,FT,Engineer,277000,USD,277000,US,0,US,M
2024,SE,FT,Engineer,277000,USD,277000,US,0,US,M
2024,SE,FT,Scientist,277000,USD,277000,US,0,US,M
2024,SE,FT,Engineer,277000,USD,277000,US,0,US,M
2023,SE,FT,Scientist,277000,USD,277000,US,0,US,M
2024,SE,FT,Engineer,276000,USD,276000,US,0,US,M
2024,SE,FT,Engineer,276000,USD,276000,US,0,US,M
2024,SE,FT,IT,276000,USD,276000,US,0,US,M
2024,SE,FT,IT,276000,USD,276000,US,0,US,M
2024,MI,FT,IT,276000,USD,276000,US,0,US,M
2024,SE,FT,IT,276000,USD,276000,US,0,US,M
2023,SE,FT,Engineer,276000,USD,276000,US,0,US,M
2023,SE,FT,Engineer,276000,USD,276000,US,0,US,M
2023,SE,FT,Engineer,276000,USD,276000,US,0,US,M
2023,SE,FT,Engineer,276000,USD,276000,US,0,US,M
2023,SE,FT,Engineer,276000,USD,276000,US,100,US,M
2023,SE,FT,Engineer,276000,USD,276000,US,0,US,M
2021,SE,FT,Engineer,276000,USD,276000,US,0,US,L
2023,SE,FT,Scientist,275500,USD,275500,US,0,US,M
2023,SE,FT,Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Engineer,275300,USD,275300,US,100,US,M
2023,SE,FT,Engineer,275300,USD,275300,US,100,US,M
2023,SE,FT,Engineer,275300,USD,275300,US,100,US,M
2023,SE,FT,Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Engineer,275300,USD,275300,US,100,US,M
2023,SE,FT,Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Scientist,275300,USD,275300,US,100,US,M
2023,SE,FT,Scientist,275300,USD,275300,US,100,US,M
2024,SE,FT,Engineer,275000,USD,275000,US,100,US,M
2023,SE,FT,Engineer,275000,USD,275000,US,0,US,M
2023,SE,FT,Engineer,275000,USD,275000,DE,0,DE,M
2023,SE,FT,Engineer,275000,USD,275000,US,0,US,M
2023,SE,FT,Engineer,275000,USD,275000,US,0,US,M
2023,SE,FT,Engineer,275000,USD,275000,US,0,US,M
2023,SE,FT,Engineer,275000,USD,275000,US,0,US,M
2023,SE,FT,Engineer,275000,USD,275000,US,0,US,M
2023,SE,FT,Scientist,275000,USD,275000,US,0,US,M
2023,MI,FT,Engineer,275000,USD,275000,CA,0,CA,M
2023,SE,FT,Engineer,275000,USD,275000,US,0,US,M
2023,MI,FT,Scientist,275000,USD,275000,US,0,US,M
2023,MI,FT,Scientist,275000,USD,275000,US,0,US,M
2023,SE,FT,Engineer,275000,USD,275000,DE,0,DE,M
2022,SE,FT,IT,275000,USD,275000,CA,0,CA,S
2023,SE,FT,Engineer,275000,USD,275000,US,0,US,M
2023,SE,FT,Engineer,275000,USD,275000,DE,0,DE,M
2023,SE,FT,Engineer,275000,USD,275000,US,0,US,M
2022,SE,FT,Engineer,275000,USD,275000,US,100,US,M
2024,SE,FT,Engineer,274965,CAD,211511,CA,0,CA,M
2023,SE,FT,IT,274450,USD,274450,US,0,US,M
2024,SE,FT,Engineer,274000,USD,274000,US,100,US,M
2024,SE,FT,Scientist,273500,USD,273500,US,0,US,M
2023,SE,FT,Scientist,273500,USD,273500,US,0,US,M
2023,SE,FT,Engineer,273400,USD,273400,US,0,US,M
2023,SE,FT,Scientist,273400,USD,273400,US,0,US,M
2023,SE,FT,Engineer,273400,USD,273400,US,100,US,M
2023,SE,FT,Engineer,273400,USD,273400,US,0,US,M
2023,SE,FT,Engineer,273000,USD,273000,US,0,US,M
2024,SE,FT,Engineer,272700,USD,272700,US,0,US,M
2023,SE,FT,Scientist,272550,USD,272550,US,0,US,M
2022,SE,FT,Scientist,272550,USD,272550,US,100,US,M
2024,SE,FT,Scientist,272400,USD,272400,US,0,US,M
2023,SE,FT,Scientist,272400,USD,272400,US,0,US,M
2023,EX,FT,IT,272400,USD,272400,US,0,US,L
2023,SE,FT,IT,272400,USD,272400,US,0,US,L
2023,SE,FT,Scientist,272300,USD,272300,US,0,US,M
2023,SE,FT,Scientist,272290,USD,272290,US,100,US,M
2023,SE,FT,IT,272000,USD,272000,US,0,US,M
2023,SE,FT,Engineer,272000,USD,272000,US,0,US,M
2023,SE,FT,Engineer,270703,USD,270703,US,0,US,M
2024,SE,FT,Engineer,270400,USD,270400,US,0,US,M
2024,MI,FT,Engineer,270250,USD,270250,US,0,US,M
2024,SE,FT,Engineer,270250,USD,270250,US,0,US,M
2024,SE,FT,IT,270250,USD,270250,US,0,US,M
2023,SE,FT,IT,270250,USD,270250,US,0,US,M
2024,SE,FT,Engineer,270000,USD,270000,US,0,US,M
2024,SE,FT,Engineer,270000,USD,270000,US,0,US,M
2024,SE,FT,Engineer,270000,USD,270000,AU,0,AU,M
2024,SE,FT,Engineer,270000,USD,270000,US,0,US,M
2023,SE,FT,Engineer,270000,USD,270000,US,100,US,M
2023,MI,FT,Scientist,270000,USD,270000,US,0,US,L
2023,EX,FT,IT,270000,USD,270000,US,100,US,M
2023,SE,FT,Engineer,270000,USD,270000,US,100,US,M
2023,SE,FT,Scientist,270000,USD,270000,US,0,US,M
2023,MI,FT,IT,270000,USD,270000,US,100,US,M
2021,MI,CT,Engineer,270000,USD,270000,US,100,US,L
2023,EX,FT,IT,269600,USD,269600,US,100,US,M
2023,EX,FT,IT,269600,USD,269600,US,100,US,M
2023,EX,FT,IT,269600,USD,269600,US,0,US,M
2023,EX,FT,IT,269600,USD,269600,US,0,US,M
2023,SE,FT,Engineer,269500,USD,269500,US,0,US,M
2023,SE,FT,Engineer,269500,USD,269500,US,0,US,M
2023,SE,FT,Engineer,269500,USD,269500,US,0,US,M
2024,SE,FT,Engineer,269100,USD,269100,US,0,US,M
2023,SE,FT,Engineer,269100,USD,269100,US,0,US,M
2024,SE,FT,Scientist,269000,USD,269000,CA,0,CA,M
2023,SE,FT,Engineer,269000,USD,269000,CA,100,CA,M
2024,SE,FT,IT,268700,USD,268700,US,0,US,M
2024,EX,FT,Engineer,268500,USD,268500,CA,0,CA,M
2023,SE,FT,Scientist,268000,USD,268000,US,0,US,M
2023,EX,FT,Engineer,268000,USD,268000,US,100,US,M
2023,SE,FT,Scientist,268000,USD,268000,US,0,US,M
2023,SE,FT,Engineer,268000,USD,268000,US,100,US,M
2024,SE,FT,IT,267900,USD,267900,US,0,US,M
2024,SE,FT,Engineer,267900,USD,267900,US,0,US,M
2023,SE,FT,Engineer,267720,USD,267720,US,0,US,M
2023,SE,FT,Engineer,267720,USD,267720,US,0,US,M
2023,SE,FT,Engineer,267720,USD,267720,US,0,US,M
2023,SE,FT,Engineer,267720,USD,267720,US,0,US,M
2023,SE,FT,Engineer,267720,USD,267720,US,0,US,M
2023,SE,FT,Engineer,267720,USD,267720,US,0,US,M
2023,SE,FT,Engineer,267720,USD,267720,US,0,US,M
2023,SE,FT,Engineer,267720,USD,267720,US,0,US,M
2024,EX,FT,IT,267500,USD,267500,US,0,US,M
2024,MI,FT,IT,267100,USD,267100,US,0,US,M
2023,SE,FT,Scientist,267100,USD,267100,US,100,US,M
2023,SE,FT,Scientist,267100,USD,267100,US,100,US,M
2023,SE,FT,Engineer,267000,USD,267000,US,0,US,M
2024,SE,FT,Engineer,266875,USD,266875,US,0,US,M
2024,SE,FT,Scientist,266875,USD,266875,US,0,US,M
2023,SE,FT,Engineer,266875,USD,266875,US,0,US,M
2023,SE,FT,Engineer,266875,USD,266875,US,0,US,M
2023,SE,FT,Engineer,266500,USD,266500,US,0,US,M
2023,SE,FT,Engineer,266500,USD,266500,US,0,US,M
2023,SE,FT,Engineer,266500,USD,266500,CA,0,CA,M
2024,SE,FT,Scientist,266482,USD,266482,US,0,US,M
2023,SE,FT,Engineer,266450,USD,266450,US,0,US,M
2023,SE,FT,Engineer,266450,USD,266450,US,0,US,M
2023,SE,FT,Engineer,266450,USD,266450,US,0,US,M
2023,SE,FT,Engineer,266400,USD,266400,US,0,US,M
2022,SE,FT,IT,266400,USD,266400,US,100,US,M
2024,SE,FT,IT,266000,USD,266000,US,0,US,M
2023,SE,FT,Engineer,266000,USD,266000,US,0,US,M
2023,SE,FT,Engineer,266000,USD,266000,US,0,US,M
2023,SE,FT,Scientist,266000,USD,266000,US,0,US,M
2023,SE,FT,Engineer,265800,USD,265800,US,100,US,M
2023,EX,FT,Engineer,265800,USD,265800,US,100,US,M
2024,SE,FT,Engineer,265200,USD,265200,US,0,US,M
2024,EX,FT,Engineer,265000,USD,265000,US,0,US,M
2023,SE,FT,Scientist,265000,USD,265000,US,100,US,M
2023,SE,FT,Scientist,265000,USD,265000,US,100,US,M
2023,SE,FT,Scientist,265000,USD,265000,US,100,US,M
2023,SE,FT,Engineer,265000,USD,265000,US,100,US,M
2023,EX,FT,Engineer,265000,USD,265000,US,0,US,M
2023,SE,FT,Engineer,265000,USD,265000,US,0,US,M
2023,SE,FT,Engineer,265000,USD,265000,US,100,US,M
2023,SE,FT,Scientist,264846,USD,264846,US,0,US,M
2023,SE,FT,Engineer,264400,USD,264400,US,100,US,M
2024,SE,FT,Engineer,263500,USD,263500,US,100,US,M
2023,SE,FT,Engineer,263500,USD,263500,US,100,US,M
2023,SE,FT,IT,263100,USD,263100,US,0,US,M
2024,MI,FT,Management,263000,USD,263000,US,0,US,M
2024,EX,FT,IT,263000,USD,263000,US,0,US,M
2023,SE,FT,Scientist,262500,USD,262500,US,0,US,L
2024,SE,FT,Engineer,262269,USD,262269,US,100,US,M
2023,SE,FT,Engineer,262269,USD,262269,US,100,US,M
2023,SE,FT,Engineer,262000,USD,262000,US,0,US,M
2023,SE,FT,Scientist,262000,USD,262000,US,100,US,M
2023,SE,FT,Engineer,262000,USD,262000,US,0,US,M
2023,SE,FT,Scientist,262000,USD,262000,US,100,US,M
2023,SE,FT,Engineer,261500,USD,261500,US,0,US,L
2023,SE,FT,Engineer,261500,USD,261500,US,0,US,L
2023,SE,FT,Engineer,261500,USD,261500,US,0,US,L
2024,SE,FT,IT,261050,USD,261050,US,0,US,M
2024,SE,FT,Engineer,260800,USD,260800,US,0,US,M
2023,MI,FT,Scientist,260600,USD,260600,US,0,US,M
2022,EX,FT,IT,260500,USD,260500,US,0,US,M
2024,EN,FT,Engineer,260100,USD,260100,US,100,US,M
2024,MI,FT,Engineer,260100,USD,260100,US,100,US,M
2024,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2024,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2024,SE,FT,Engineer,260000,USD,260000,US,0,US,M
2024,MI,FT,Scientist,260000,USD,260000,US,0,US,M
2024,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2024,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2024,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2024,SE,FT,Analyst,260000,USD,260000,US,0,US,M
2024,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2024,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2024,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2024,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2024,EX,FT,IT,260000,USD,260000,US,50,US,L
2024,SE,FT,Engineer,260000,USD,260000,US,0,US,M
2024,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,M
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,M
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2023,MI,FT,Scientist,260000,USD,260000,US,0,US,L
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2023,SE,FT,Engineer,260000,USD,260000,US,0,US,M
2023,MI,FT,Engineer,260000,USD,260000,US,0,US,M
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2023,SE,FT,Engineer,260000,USD,260000,US,0,US,M
2023,SE,FT,Engineer,260000,USD,260000,US,0,US,M
2023,SE,FT,Engineer,260000,USD,260000,US,100,US,M
2023,SE,FT,IT,260000,USD,260000,US,0,US,M
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,M
2023,SE,FT,Engineer,260000,USD,260000,US,0,US,M
2023,SE,FT,Engineer,260000,USD,260000,US,0,US,M
2023,SE,FT,Engineer,260000,USD,260000,US,100,US,M
2023,SE,FT,Engineer,260000,USD,260000,US,0,US,M
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2023,SE,FT,Engineer,260000,USD,260000,US,0,US,M
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,L
2023,SE,FT,Scientist,260000,USD,260000,US,0,US,L
